,lemma,pos,absolute_freq_tar,freq_book3,freq_book4,freq_book5,freq_book6,absolute_freq_ref,deltapi,relative_freq_tar,relative_freq_ref,p_value_fisher
5276,gyratus,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5277,Bolbitinus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5278,Sebennyticus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5279,Phatmiticus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5280,Mendesicus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5281,Taniticus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5282,Buti,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5283,Pharbaethus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5284,Leontopolis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5285,Athribis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5286,Cynopolis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5287,Saius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5288,Naucrates,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5289,Naucratiticus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5290,Catabanus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5291,Esbonitae,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5292,Canchlei,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5293,Cedreis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5294,Nabataeus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5295,Heroopoliticus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5296,luxtus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5297,Palaestine,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5298,Sophene,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5299,Chabria,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5300,ostracine,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5301,Palaestinus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5302,Sirbon,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5303,Rhinocolura,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5304,Rhapheus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5305,Argaris,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5306,Ascalus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5307,Azotus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5308,nea,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5309,lops,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5310,Ceton,ADV,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5311,Herodes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5312,Flauia,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5313,Mamortha,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5314,sebaste,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5315,Gamala,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5316,Idumaea,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5317,Galilaea,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5318,Peraea,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5319,lordanus,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5320,toparchias,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5321,Emmaus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5322,Lydda,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5323,Iopica,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5324,Acrabatena,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5325,Gophaniticus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5326,Thamniticus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5327,Betholeptephenes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5328,Orines,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5329,Ierusalem,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5330,Herodius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5331,lordani,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5332,Paneades,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5333,Genesara,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5334,circumsaepio,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5335,Iuliades,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5336,Tarichea,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5337,Tiberias,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5338,Machaerus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5339,Callirhoe,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5340,Essenum,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5341,conuena,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5342,Engada,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5343,Masada,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5344,Philadelphia,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5345,Rhaphanus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5346,Scythopolis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5347,Gadara,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5348,Hieromices,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5349,Garasa,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5350,Canatha,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5351,Trachonitae,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5352,Paneas,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5353,arca,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5354,Ampeloeses,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5355,Gabe,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5356,dorus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5357,Sycaminus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5358,Acbatana,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5359,Getta,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5360,Geba,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5361,Pacidus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5362,Cendebia,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5363,Accies,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5364,ecdippo,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5365,Deiiqui,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5366,Palaetyros,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5367,saripia,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5368,Ornithon,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5369,ordior,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5370,coeles,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5371,praedico,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5372,Leontes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5373,Palaebyblis,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5374,Adonus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5375,Byblis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5376,Gigartes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5377,Trieris,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5378,Tyrii,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5379,Sidonii,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5380,Aradius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5381,Marathi,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5382,Bargylus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5383,Balanea,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5384,Paltis,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5385,Dipolis,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5386,Charadrus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5387,Daphnes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5388,Heliopolis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5389,Rhosus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5390,Rhosii,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5391,Bomitae,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5392,Nazerinus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5393,Bambyces,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5394,Mabog,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5395,Atargates,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5396,Derceto,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5397,frus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5398,Chalcidena,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5399,Cyrresticus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5400,Cyrrus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5401,Gazetas,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5402,Gindareni,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5403,Gabeni,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5404,Granucomatitae,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5405,Hemeseni,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5406,Hylatas,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5407,Ituraei,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5408,Baethaemis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5409,Mariamnitanus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5410,tetrarchia,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5411,Mammiseus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5412,pager,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5413,Penelenitas,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5414,Tardytenses,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5415,Beroeenses,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5416,Epiphanenses,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5417,Laodiceni,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5418,Leucadii,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5419,Larisaei,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5420,Zeius,PROind,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5421,Caranitis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5422,Aga,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5423,Capotes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5424,Pyxurates,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5425,Derzenes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5426,dascusus,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5427,Sartona,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5428,Melitenes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5429,Elegea,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5430,Arsania,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5431,Arsanus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5432,elegea,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5433,Taurus,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5434,omma,PROind,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5435,Orroeus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5436,trischoena,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5437,Claudiopolis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5438,catarracta,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5439,Samosata,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5440,Edessa,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5441,Callirrhoe,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5442,Carrhas,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5443,Anthemusia,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5444,Nicephorium,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5445,praetor,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5446,singo,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5447,Marsyas,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5448,cingilla,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5449,imeneus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5450,Rhoali,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5451,Europes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5452,Thapsacus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5453,scenitus,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5454,Palmyrenae,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5455,palmyrus,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5456,337,ADJcar,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5457,203,ADJcar,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5458,palmyra,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5459,Telendenus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5460,hemesus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5461,Elates,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5462,Dycntreon,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5463,Masices,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5464,Mothris,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5465,parte,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5466,Diaphanes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5467,Amanus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5468,Androcus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5469,Pinarus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5470,Chlorus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5471,Malli,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5472,magirtus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5473,Elei,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5474,Casypon,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5475,Mopsus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5476,Anchiale,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5477,sarus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5478,celendo,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5479,Cilicii,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5480,Cibyrus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5481,Pinores,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5482,pedalie,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5483,ala,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5484,Iotapes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5485,Coryci,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5486,Holmoeus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5487,Mylus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5488,Mysanda,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5489,Anemurius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5490,Anazarbeni,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5491,Castabalus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5492,Oenion,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5493,Tracheotis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5494,Liparis,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5495,imbarus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5496,Isauricus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5497,Isaura,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5498,Lalasus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5499,Anemurus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5500,Xeiittius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5501,Pisidae,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5502,Oroanda,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5503,Sagalessi,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5504,Philomelienses,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5505,Tymbriani,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5506,Leucolithus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5507,Tyrienses,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5508,Thebasa,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5509,Milya,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5510,Arycanda,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5511,Mopsopia,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5512,Aspendus,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5513,Plantanistus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5514,pergo,PRE,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5515,Sardemisus,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5516,Eurymedon,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
