,lemma,pos,absolute_freq_tar,freq_book3,freq_book4,freq_book5,freq_book6,absolute_freq_ref,deltapi,relative_freq_tar,relative_freq_ref,p_value_fisher
9787,collum,NOMcom,1,1,0,0,0,57,-0.00013129992835798568,0.002504821781930216,0.01563481461772878,> 0.05
9788,dumtaxat,ADV,1,1,0,0,0,57,-0.00013129992835798568,0.002504821781930216,0.01563481461772878,> 0.05
9789,uetustus,ADJqua,1,1,0,0,0,57,-0.00013129992835798568,0.002504821781930216,0.01563481461772878,> 0.05
9790,ala,NOMcom,1,0,0,0,1,57,-0.00013129992835798568,0.002504821781930216,0.01563481461772878,> 0.05
9791,mors,NOMcom,4,0,1,1,2,85,-0.00013295787302225568,0.010019287127720863,0.02331507442994643,> 0.05
9792,quo1,ADVrel,2,1,0,0,1,67,-0.00013368120986803226,0.005009643563860432,0.01837776455066366,> 0.05
9793,gloria,NOMcom,5,1,0,4,0,95,-0.00013533915453230226,0.012524108909651077,0.026058024362881304,> 0.05
9794,accido1,VER,2,0,0,0,2,68,-0.00013642415980096714,0.005009643563860432,0.018652059543957145,> 0.05
9795,muto2,VER,9,6,2,0,1,132,-0.00013663543077368397,0.022543396037371943,0.036206939114740336,> 0.05
9796,princeps1,NOMcom,9,2,1,2,4,132,-0.00013663543077368397,0.022543396037371943,0.036206939114740336,> 0.05
9797,mollio,VER,1,1,0,0,0,59,-0.0001367858282238554,0.002504821781930216,0.016183404604315756,> 0.05
9798,ago,VER,8,2,2,3,1,123,-0.00013699709919657224,0.020038574255441727,0.03373828417509895,> 0.05
9799,sub,PRE,15,0,4,3,8,187,-0.00013720837016928915,0.037572326728953234,0.05129316374588215,> 0.05
9800,aliquando,ADV,5,3,1,1,0,96,-0.00013808210446523717,0.012524108909651077,0.026332319356174794,> 0.05
9801,alius,ADV,3,0,2,1,0,78,-0.0001388054413110137,0.0075144653457906475,0.02139500947689202,> 0.05
9802,deuoro,VER,3,0,1,1,1,78,-0.0001388054413110137,0.0075144653457906475,0.02139500947689202,> 0.05
9803,bis,ADJadv.mul,3,0,2,0,1,78,-0.0001388054413110137,0.0075144653457906475,0.02139500947689202,> 0.05
9804,magis,ADV,1,0,1,0,0,60,-0.0001395287781567903,0.002504821781930216,0.016457699597609246,> 0.05
9805,draco,NOMcom,1,0,0,1,0,60,-0.0001395287781567903,0.002504821781930216,0.016457699597609246,> 0.05
9806,admoueo,VER,1,0,0,0,1,60,-0.0001395287781567903,0.002504821781930216,0.016457699597609246,> 0.05
9807,aquila,NOMcom,1,0,0,0,1,60,-0.0001395287781567903,0.002504821781930216,0.016457699597609246,> 0.05
9808,plenus,ADJqua,4,1,1,1,1,88,-0.0001411867228210603,0.010019287127720863,0.02413795940982689,> 0.05
9809,facilis,ADJqua,3,3,0,0,0,79,-0.00014154839124394856,0.0075144653457906475,0.021669304470185505,> 0.05
9810,peculiaris,ADJqua,2,1,0,0,1,70,-0.00014191005966683688,0.005009643563860432,0.01920064953054412,> 0.05
9811,pinna,NOMcom,2,0,1,0,1,70,-0.00014191005966683688,0.005009643563860432,0.01920064953054412,> 0.05
9812,damno,VER,2,0,1,0,1,70,-0.00014191005966683688,0.005009643563860432,0.01920064953054412,> 0.05
9813,multo2,ADV,2,0,0,1,1,70,-0.00014191005966683688,0.005009643563860432,0.01920064953054412,> 0.05
9814,conficio,VER,2,0,0,1,1,70,-0.00014191005966683688,0.005009643563860432,0.01920064953054412,> 0.05
9815,adiuuo,VER,1,1,0,0,0,61,-0.00014227172808972517,0.002504821781930216,0.016731994590902733,> 0.05
9816,ceterus,NOMcom,6,3,0,0,3,107,-0.00014320633590821858,0.015028930691581295,0.029349564282403155,> 0.05
9817,contra1,ADV,13,2,5,4,2,171,-0.00014341760688093544,0.0325626831650928,0.04690444385318635,> 0.05
9818,portio,NOMcom,3,1,1,0,1,80,-0.00014429134117688346,0.0075144653457906475,0.021943599463478992,> 0.05
9819,potius,ADV,3,1,0,1,1,80,-0.00014429134117688346,0.0075144653457906475,0.021943599463478992,> 0.05
9820,artifex,NOMcom,3,0,0,1,2,80,-0.00014429134117688346,0.0075144653457906475,0.021943599463478992,> 0.05
9821,quisquis1,PROrel,2,2,0,0,0,71,-0.00014465300959977175,0.005009643563860432,0.019474944523837606,> 0.05
9822,capra,NOMcom,2,1,1,0,0,71,-0.00014465300959977175,0.005009643563860432,0.019474944523837606,> 0.05
9823,hortus,NOMcom,2,0,0,2,0,71,-0.00014465300959977175,0.005009643563860432,0.019474944523837606,> 0.05
9824,plaga1,NOMcom,2,0,0,1,1,71,-0.00014465300959977175,0.005009643563860432,0.019474944523837606,> 0.05
9825,amburo,VER,2,0,0,0,2,71,-0.00014465300959977175,0.005009643563860432,0.019474944523837606,> 0.05
9826,quadrupes1,NOMcom,2,0,0,0,2,71,-0.00014465300959977175,0.005009643563860432,0.019474944523837606,> 0.05
9827,acies,NOMcom,1,0,1,0,0,62,-0.00014501467802266005,0.002504821781930216,0.01700628958419622,> 0.05
9828,libero,VER,1,0,0,1,0,62,-0.00014501467802266005,0.002504821781930216,0.01700628958419622,> 0.05
9829,pecus1,NOMcom,1,0,0,0,1,62,-0.00014501467802266005,0.002504821781930216,0.01700628958419622,> 0.05
9830,frux,NOMcom,6,1,2,2,1,108,-0.00014594928584115344,0.015028930691581295,0.029623859275696638,> 0.05
9831,spargo2,VER,4,1,2,1,0,90,-0.00014667262268693005,0.010019287127720863,0.024686549396413866,> 0.05
9832,occido2,VER,2,0,1,0,1,72,-0.00014739595953270663,0.005009643563860432,0.019749239517131093,> 0.05
9833,donec,CONsub,8,0,4,2,2,127,-0.00014796889892831176,0.020038574255441727,0.034835464148272904,> 0.05
9834,mirabilis,ADJqua,3,0,1,0,2,82,-0.00014977724104275322,0.0075144653457906475,0.02249218945006597,> 0.05
9835,purpura,NOMcom,3,0,0,2,1,82,-0.00014977724104275322,0.0075144653457906475,0.02249218945006597,> 0.05
9836,principatus,NOMcom,1,0,0,0,1,64,-0.00015050057788852978,0.002504821781930216,0.017554879570783194,> 0.05
9837,prouenio,VER,4,1,2,0,1,92,-0.0001521585225527998,0.010019287127720863,0.025235139383000843,> 0.05
9838,uinea,NOMcom,3,0,1,1,1,83,-0.00015252019097568807,0.0075144653457906475,0.022766484443359457,> 0.05
9839,kalendae,NOMcom,2,2,0,0,0,74,-0.00015288185939857637,0.005009643563860432,0.020297829503718067,> 0.05
9840,aio,VER,2,0,2,0,0,74,-0.00015288185939857637,0.005009643563860432,0.020297829503718067,> 0.05
9841,modo1,ADV,17,4,4,2,7,211,-0.00015294273292112173,0.042581970292813666,0.05787624358492584,> 0.05
9842,statua,NOMcom,1,1,0,0,0,65,-0.00015324352782146466,0.002504821781930216,0.01782917456407668,> 0.05
9843,matutinus,ADJqua,1,0,1,0,0,65,-0.00015324352782146466,0.002504821781930216,0.01782917456407668,> 0.05
9844,uterque,PROind,27,4,5,7,11,303,-0.0001548119485581086,0.06763018811211582,0.0831113829679267,> 0.05
9845,noceo,VER,1,0,0,1,0,66,-0.00015598647775439954,0.002504821781930216,0.018103469557370168,> 0.05
9846,iniuria,NOMcom,1,0,0,0,1,66,-0.00015598647775439954,0.002504821781930216,0.018103469557370168,> 0.05
9847,uinco,VER,5,0,1,1,3,103,-0.00015728275399578125,0.012524108909651077,0.028252384309229203,> 0.05
9848,alienus2,ADJqua,2,2,0,0,0,76,-0.00015836775926444613,0.005009643563860432,0.020846419490305045,> 0.05
9849,caueo,VER,2,0,1,0,1,76,-0.00015836775926444613,0.005009643563860432,0.020846419490305045,> 0.05
9850,pariter,ADV,1,0,0,1,0,67,-0.00015872942768733442,0.002504821781930216,0.01837776455066366,> 0.05
9851,iucundus,ADJqua,1,0,0,0,1,67,-0.00015872942768733442,0.002504821781930216,0.01837776455066366,> 0.05
9852,sidus,NOMcom,13,2,1,3,7,177,-0.00015987530647854466,0.0325626831650928,0.048550213812947274,> 0.05
9853,consul,NOMcom,4,3,0,1,0,95,-0.00016038737235160442,0.010019287127720863,0.026058024362881304,> 0.05
9854,grandis,ADJqua,2,0,0,0,2,77,-0.000161110709197381,0.005009643563860432,0.02112071448359853,> 0.05
9855,demonstro,VER,1,0,1,0,0,68,-0.0001614723776202693,0.002504821781930216,0.018652059543957145,> 0.05
9856,equidem,ADV,1,0,0,1,0,68,-0.0001614723776202693,0.002504821781930216,0.018652059543957145,> 0.05
9857,genero,VER,1,0,0,1,0,69,-0.00016421532755320415,0.002504821781930216,0.01892635453725063,> 0.05
9858,mando2,VER,1,0,0,0,1,69,-0.00016421532755320415,0.002504821781930216,0.01892635453725063,> 0.05
9859,contingo1,VER,5,1,0,1,3,106,-0.0001655116037945859,0.012524108909651077,0.029075269289109668,> 0.05
9860,densus,ADJqua,2,0,1,1,0,79,-0.00016659660906325074,0.005009643563860432,0.021669304470185505,> 0.05
9861,denarius1,NOMcom,1,0,0,0,1,70,-0.00016695827748613903,0.002504821781930216,0.01920064953054412,> 0.05
9862,Lucius,NOMpro,6,6,0,0,0,116,-0.00016789288530463247,0.015028930691581295,0.031818219222044544,> 0.05
9863,deprehendo,VER,4,0,0,3,1,98,-0.00016861622215040903,0.010019287127720863,0.026880909342761765,> 0.05
9864,soleo,VER,2,1,1,0,0,80,-0.00016933955899618562,0.005009643563860432,0.021943599463478992,> 0.05
9865,amarus,ADJqua,1,0,0,0,1,71,-0.0001697012274190739,0.002504821781930216,0.019474944523837606,> 0.05
9866,fere,ADV,14,2,5,4,3,190,-0.00017048543778739586,0.03506750494702302,0.05211604872576261,> 0.05
9867,similitudo,NOMcom,6,1,2,0,3,117,-0.00017063583523756732,0.015028930691581295,0.03209251421533803,> 0.05
9868,edo2,VER,1,0,0,0,1,72,-0.0001724441773520088,0.002504821781930216,0.019749239517131093,> 0.05
9869,uelut1,ADVrel,14,3,2,7,2,191,-0.0001732283877203307,0.03506750494702302,0.05239034371905609,> 0.05
9870,domus,NOMcom,6,1,1,3,1,118,-0.00017337878517050218,0.015028930691581295,0.03236680920863151,> 0.05
9871,certus,ADJqua,10,2,2,1,5,155,-0.00017467506141188394,0.025048217819302155,0.042515723960490547,> 0.05
9872,Theophrastus,NOMpro,1,1,0,0,0,73,-0.00017518712728494367,0.002504821781930216,0.020023534510424584,> 0.05
9873,ter,ADJadv.mul,1,1,0,0,0,73,-0.00017518712728494367,0.002504821781930216,0.020023534510424584,> 0.05
9874,fistula,NOMcom,1,0,0,1,0,73,-0.00017518712728494367,0.002504821781930216,0.020023534510424584,> 0.05
9875,solus,PROind,15,6,1,2,6,201,-0.0001756096692303773,0.037572326728953234,0.05513329365199097,> 0.05
9876,pectus,NOMcom,2,1,0,1,0,83,-0.00017756840879499025,0.005009643563860432,0.022766484443359457,> 0.05
9877,experimentum,NOMcom,1,0,0,1,0,74,-0.00017793007721787852,0.002504821781930216,0.020297829503718067,> 0.05
9878,mos,NOMcom,6,1,2,2,1,120,-0.00017886468503637193,0.015028930691581295,0.03291539919521849,> 0.05
9879,tus,NOMcom,2,0,0,0,2,84,-0.0001803113587279251,0.005009643563860432,0.02304077943665294,> 0.05
9880,lex,NOMcom,1,1,0,0,0,75,-0.0001806730271508134,0.002504821781930216,0.020572124497011554,> 0.05
9881,species,NOMcom,6,2,3,0,1,121,-0.00018160763496930684,0.015028930691581295,0.03318969418851198,> 0.05
9882,cacumen,NOMcom,5,2,1,1,1,112,-0.00018196930339219513,0.012524108909651077,0.03072103924887059,> 0.05
9883,uolo3,VER,9,2,1,3,3,149,-0.00018326557963357684,0.022543396037371943,0.040869954000729625,> 0.05
9884,quia,CONsub,9,2,2,1,4,149,-0.00018326557963357684,0.022543396037371943,0.040869954000729625,> 0.05
9885,praetor,NOMcom,1,1,0,0,0,76,-0.00018341597708374828,0.002504821781930216,0.020846419490305045,> 0.05
9886,laurus,NOMcom,1,0,0,0,1,76,-0.00018341597708374828,0.002504821781930216,0.020846419490305045,> 0.05
9887,satis1,ADJqua,1,0,0,0,1,77,-0.00018615892701668316,0.002504821781930216,0.02112071448359853,> 0.05
9888,alo,VER,1,0,0,0,1,77,-0.00018615892701668316,0.002504821781930216,0.02112071448359853,> 0.05
9889,terra,NOMcom,83,20,14,19,30,826,-0.00018667456560212672,0.2079002079002079,0.2265676644604206,> 0.05
9890,ergo2,CONcoo,11,3,1,2,5,169,-0.00018802814265367,0.027553039601232374,0.04635585386659937,> 0.05
9891,bacca,NOMcom,1,0,0,0,1,78,-0.00018890187694961804,0.002504821781930216,0.02139500947689202,> 0.05
9892,ceterus,ADJqua,14,3,4,5,2,197,-0.00018968608731794004,0.03506750494702302,0.05403611367881703,> 0.05
9893,facies,NOMcom,5,2,1,0,2,115,-0.00019019815319099975,0.012524108909651077,0.031543924228751054,> 0.05
9894,uir,NOMcom,7,3,1,1,2,134,-0.00019221776627815804,0.01753375247351151,0.03675552910132732,> 0.05
9895,diu,ADV,5,0,1,1,3,116,-0.00019294110312393465,0.012524108909651077,0.031818219222044544,> 0.05
9896,cresco,VER,3,1,0,2,0,98,-0.00019366443996971118,0.0075144653457906475,0.026880909342761765,> 0.05
9897,capillus,NOMcom,2,0,1,0,1,89,-0.00019402610839259948,0.005009643563860432,0.02441225440312038,> 0.05
9898,priuatim,ADV,2,0,0,1,1,89,-0.00019402610839259948,0.005009643563860432,0.02441225440312038,> 0.05
9899,magnitudo,NOMcom,17,2,3,1,11,226,-0.00019408698191514484,0.042581970292813666,0.06199066848432815,> 0.05
9900,numquam,ADVneg,5,0,2,1,2,117,-0.0001956840530568695,0.012524108909651077,0.03209251421533803,> 0.05
9901,affero,VER,5,0,0,1,4,117,-0.0001956840530568695,0.012524108909651077,0.03209251421533803,> 0.05
9902,refero,VER,3,0,0,2,1,99,-0.0001964073899026461,0.0075144653457906475,0.027155204336055255,> 0.05
9903,quicumque1,PROrel,2,1,0,1,0,90,-0.00019676905832553436,0.005009643563860432,0.024686549396413866,> 0.05
9904,accendo,VER,2,0,0,1,1,90,-0.00019676905832553436,0.005009643563860432,0.024686549396413866,> 0.05
9905,ostendo,VER,2,0,0,2,0,90,-0.00019676905832553436,0.005009643563860432,0.024686549396413866,> 0.05
9906,imago,NOMcom,1,0,0,0,1,81,-0.00019713072674842265,0.002504821781930216,0.02221789445677248,> 0.05
9907,placeo,VER,5,0,0,0,5,118,-0.00019842700298980436,0.012524108909651077,0.03236680920863151,> 0.05
9908,doceo,VER,3,1,0,0,2,100,-0.00019915033983558094,0.0075144653457906475,0.02742949932934874,> 0.05
9909,similiter,ADV,1,1,0,0,0,82,-0.00019987367668135753,0.002504821781930216,0.02249218945006597,> 0.05
9910,modo1,NOMcom,1,0,1,0,0,82,-0.00019987367668135753,0.002504821781930216,0.02249218945006597,> 0.05
9911,patior,VER,1,0,0,1,0,82,-0.00019987367668135753,0.002504821781930216,0.02249218945006597,> 0.05
9912,animus,NOMcom,4,1,0,1,2,110,-0.00020153162134562753,0.010019287127720863,0.030172449262283615,> 0.05
9913,eximo,VER,2,0,0,2,0,92,-0.00020225495819140412,0.005009643563860432,0.025235139383000843,> 0.05
9914,tingo,VER,2,0,0,0,2,92,-0.00020225495819140412,0.005009643563860432,0.025235139383000843,> 0.05
9915,calculus,NOMcom,1,0,1,0,0,83,-0.0002026166266142924,0.002504821781930216,0.022766484443359457,> 0.05
9916,rotundus,ADJqua,1,0,1,0,0,83,-0.0002026166266142924,0.002504821781930216,0.022766484443359457,> 0.05
9917,par2,ADJqua,10,0,1,4,5,166,-0.00020484751067416758,0.025048217819302155,0.045532968886718914,> 0.05
9918,concipio,VER,2,1,0,0,1,93,-0.00020499790812433897,0.005009643563860432,0.025509434376294327,> 0.05
9919,somnus,NOMcom,2,0,0,1,1,93,-0.00020499790812433897,0.005009643563860432,0.025509434376294327,> 0.05
9920,nux,NOMcom,1,0,0,0,1,84,-0.00020535957654722726,0.002504821781930216,0.02304077943665294,> 0.05
9921,prior,ADJord,7,0,1,1,5,139,-0.0002059325159428324,0.01753375247351151,0.03812700406779475,> 0.05
9922,caelum1,NOMcom,14,4,2,1,7,203,-0.00020614378691554926,0.03506750494702302,0.05568188363857795,> 0.05
9923,simul1,ADV,3,1,0,2,0,103,-0.00020737918963438555,0.0075144653457906475,0.028252384309229203,> 0.05
9924,unguentum,NOMcom,1,0,1,0,0,85,-0.00020810252648016214,0.002504821781930216,0.02331507442994643,> 0.05
9925,infundo2,VER,8,3,1,1,3,149,-0.000208313797452879,0.020038574255441727,0.040869954000729625,> 0.05
9926,arbitror,VER,5,2,3,0,0,122,-0.00020939880272154387,0.012524108909651077,0.033463989181805466,> 0.05
9927,Uenus,NOMpro,4,1,0,3,0,113,-0.00020976047114443214,0.010019287127720863,0.030995334242164076,> 0.05
9928,tu,PROper,3,2,0,0,1,104,-0.00021012213956732046,0.0075144653457906475,0.028526679302522694,> 0.05
9929,scio,VER,2,0,1,0,1,95,-0.00021048380799020873,0.005009643563860432,0.026058024362881304,> 0.05
9930,consto,VER,14,2,1,3,8,205,-0.00021162968678141897,0.03506750494702302,0.056230473625164916,> 0.05
9931,miraculum,NOMcom,5,3,1,0,1,123,-0.00021214175265447873,0.012524108909651077,0.03373828417509895,> 0.05
9932,circa2,PRE,33,4,11,6,12,379,-0.0002129868365453461,0.08265911880369711,0.10395780245823173,> 0.05
9933,ne2,ADV,12,2,2,1,7,188,-0.00021509597356013046,0.03005786138316259,0.051567458739175634,> 0.05
9934,utique,ADV,2,1,0,0,1,97,-0.00021596970785607849,0.005009643563860432,0.026606614349468278,> 0.05
9935,ceu1,ADVrel,2,0,0,1,1,97,-0.00021596970785607849,0.005009643563860432,0.026606614349468278,> 0.05
9936,siue2,CONsub,1,0,1,0,0,88,-0.00021633137627896678,0.002504821781930216,0.02413795940982689,> 0.05
9937,palma,NOMcom,3,1,0,1,1,107,-0.00021835098936612507,0.0075144653457906475,0.029349564282403155,> 0.05
9938,alioqui,ADV,1,0,1,0,0,89,-0.00021907432621190163,0.002504821781930216,0.02441225440312038,> 0.05
9939,inutilis,ADJqua,1,0,0,0,1,89,-0.00021907432621190163,0.002504821781930216,0.02441225440312038,> 0.05
9940,appareo,VER,7,0,1,0,6,144,-0.00021964726560750678,0.01753375247351151,0.039498479034262186,> 0.05
9941,aetas,NOMcom,5,0,1,0,4,126,-0.0002203706024532834,0.012524108909651077,0.034561169154979414,> 0.05
9942,uicis,NOMcom,3,0,1,0,2,108,-0.00022109393929905992,0.0075144653457906475,0.029623859275696638,> 0.05
9943,transfero,VER,3,0,0,1,2,108,-0.00022109393929905992,0.0075144653457906475,0.029623859275696638,> 0.05
9944,ingenium,NOMcom,2,1,0,1,0,99,-0.00022145560772194824,0.005009643563860432,0.027155204336055255,> 0.05
9945,aureus2,ADJqua,2,0,0,0,2,99,-0.00022145560772194824,0.005009643563860432,0.027155204336055255,> 0.05
9946,naris,NOMcom,2,0,0,0,2,99,-0.00022145560772194824,0.005009643563860432,0.027155204336055255,> 0.05
9947,fetus1,NOMcom,1,0,1,0,0,90,-0.0002218172761448365,0.002504821781930216,0.024686549396413866,> 0.05
9948,nitrum,NOMcom,1,0,0,0,1,90,-0.0002218172761448365,0.002504821781930216,0.024686549396413866,> 0.05
9949,pello,VER,2,1,1,0,0,100,-0.0002241985576548831,0.005009643563860432,0.02742949932934874,> 0.05
9950,an,ADVint,1,0,0,0,1,91,-0.00022456022607777142,0.002504821781930216,0.024960844389707356,> 0.05
9951,rarus,ADJqua,2,2,0,0,0,101,-0.000226941507587818,0.005009643563860432,0.027703794322642233,> 0.05
9952,morior,VER,2,1,0,0,1,101,-0.000226941507587818,0.005009643563860432,0.027703794322642233,> 0.05
9953,obseruatio,NOMcom,2,0,0,1,1,101,-0.000226941507587818,0.005009643563860432,0.027703794322642233,> 0.05
9954,uox,NOMcom,2,0,0,1,1,101,-0.000226941507587818,0.005009643563860432,0.027703794322642233,> 0.05
9955,tertius,ADJord,30,7,6,3,14,358,-0.00023052954141162022,0.07514465345790647,0.0981976075990685,> 0.05
9956,gratus,ADJqua,2,0,0,0,2,103,-0.0002324274074536877,0.005009643563860432,0.028252384309229203,> 0.05
9957,aestas,NOMcom,4,0,0,1,3,122,-0.00023444702054084603,0.010019287127720863,0.033463989181805466,> 0.05
9958,certe,ADV,2,0,0,0,2,104,-0.00023517035738662262,0.005009643563860432,0.028526679302522694,> 0.05
9959,edo1,VER,1,0,0,1,0,96,-0.0002382749757424458,0.002504821781930216,0.026332319356174794,> 0.05
9960,quando3,CONsub,1,0,0,0,1,96,-0.0002382749757424458,0.002504821781930216,0.026332319356174794,> 0.05
9961,hordeum,NOMcom,1,0,0,0,1,96,-0.0002382749757424458,0.002504821781930216,0.026332319356174794,> 0.05
9962,tum,ADV,5,1,2,2,0,133,-0.00023957125198382747,0.012524108909651077,0.036481234108033826,> 0.05
9963,quippe2,CONcoo,7,2,0,3,2,152,-0.00024159086507098576,0.01753375247351151,0.04169283898061009,> 0.05
9964,olea,NOMcom,4,2,0,0,2,125,-0.00024267587033965064,0.010019287127720863,0.034286874161685924,> 0.05
9965,facile,ADV,3,0,1,0,2,116,-0.00024303753876253896,0.0075144653457906475,0.031818219222044544,> 0.05
9966,omnino,ADV,1,0,0,1,0,98,-0.0002437608756083155,0.002504821781930216,0.026880909342761765,> 0.05
9967,poto,NOMcom,1,0,0,0,1,98,-0.0002437608756083155,0.002504821781930216,0.026880909342761765,> 0.05
9968,itaque,CONcoo,7,2,0,1,4,153,-0.0002443338150039206,0.01753375247351151,0.04196713397390357,> 0.05
9969,praefero,VER,4,0,0,3,1,126,-0.00024541882027258555,0.010019287127720863,0.034561169154979414,> 0.05
9970,ternus,ADJdis,3,0,0,0,3,117,-0.0002457804886954738,0.0075144653457906475,0.03209251421533803,> 0.05
9971,tamen,ADV,40,6,3,15,16,455,-0.00024611350671328164,0.10019287127720862,0.12480422194853678,> 0.05
9972,uestis,NOMcom,2,0,1,1,0,108,-0.0002461421571183621,0.005009643563860432,0.029623859275696638,> 0.05
9973,pomum,NOMcom,4,0,0,0,4,127,-0.0002481617702055204,0.010019287127720863,0.034835464148272904,> 0.05
9974,parum2,ADV,26,9,2,6,9,328,-0.0002484339147007826,0.0651253663301856,0.08996875780026388,> 0.05
9975,exeo1,VER,2,0,1,0,1,109,-0.000248885107051297,0.005009643563860432,0.02989815426899013,> 0.05
9976,aurum,NOMcom,13,1,1,0,11,210,-0.0002503926542653955,0.0325626831650928,0.057601948591632354,> 0.05
9977,imber,NOMcom,5,2,0,2,1,137,-0.000250543051715567,0.012524108909651077,0.037578414081207774,> 0.05
9978,statim,ADV,4,0,0,0,4,129,-0.00025364767007139016,0.010019287127720863,0.03538405413485988,> 0.05
9979,uiridis,ADJqua,2,0,1,0,1,111,-0.00025437100691716674,0.005009643563860432,0.030446744255577106,> 0.05
9980,reddo,VER,13,2,3,2,6,212,-0.0002558785541312653,0.0325626831650928,0.058150538578219335,> 0.05
9981,frango,VER,2,0,0,1,1,112,-0.0002571139568501016,0.005009643563860432,0.03072103924887059,> 0.05
9982,praecipuus,ADJqua,8,3,2,1,2,167,-0.0002576868962457067,0.020038574255441727,0.0458072638800124,> 0.05
9983,laudo,VER,5,1,0,3,1,140,-0.0002587719015143716,0.012524108909651077,0.03840129906108824,> 0.05
9984,quisque2,PROind,9,3,0,1,5,177,-0.0002600681777557533,0.022543396037371943,0.048550213812947274,> 0.05
9985,talis,PROdem,6,3,0,0,3,150,-0.0002611531830244182,0.015028930691581295,0.04114424899402311,> 0.05
9986,nos,PROper,13,3,0,0,10,214,-0.000261364453997135,0.0325626831650928,0.05869912856480631,> 0.05
9987,praesto1,VER,3,0,1,0,2,123,-0.00026223818829308304,0.0075144653457906475,0.03373828417509895,> 0.05
9988,frutex,NOMcom,1,1,0,0,0,105,-0.0002629615251388596,0.002504821781930216,0.028800974295816177,> 0.05
9989,granum,NOMcom,1,0,0,0,1,106,-0.00026570447507179453,0.002504821781930216,0.029075269289109668,> 0.05
